#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2014 03 19 22 50 326  5.1  6.0 99.00 99.00 99.00 999 1017.7  13.3  13.7 999.0 99.0 99.00
2014 03 19 23 50 323  5.1  6.4  2.30 10.00  7.01 316 1017.7  13.5  13.8 999.0 99.0 99.00
2014 03 20 00 50 327  6.4  7.6 99.00 99.00 99.00 999 1017.7  13.2  13.7 999.0 99.0 99.00
2014 03 20 01 50 337  6.7  7.9  2.10 10.00  6.71 322 1017.6  12.9  13.6 999.0 99.0 99.00
2014 03 20 02 50 328  5.8  7.1  2.08 10.00  6.50 315 1017.7  12.8  13.5 999.0 99.0 99.00
2014 03 20 03 50 332  6.0  7.3  2.11  9.09  6.73 319 1017.9  12.8  13.4 999.0 99.0 99.00
2014 03 20 04 50 321  5.4  6.9  2.52  9.09  7.56 319 1018.2  12.8  13.3 999.0 99.0 99.00
2014 03 20 05 50 313  5.7  7.0  2.49 10.00  7.57 319 1018.2  12.8  13.3 999.0 99.0 99.00
2014 03 20 06 50 311  5.9  7.0  2.68 11.43  7.81 323 1018.3  12.6  13.2 999.0 99.0 99.00
2014 03 20 07 50 324  5.3  6.6  2.62 14.81  7.98 327 1018.4  12.5  13.2 999.0 99.0 99.00
2014 03 20 08 50 329  4.5  5.7  2.58 14.81  8.30 309 1018.5  12.4  13.2 999.0 99.0 99.00
2014 03 20 09 50 319  5.3  6.7 99.00 99.00 99.00 999 1018.4  12.3  13.2 999.0 99.0 99.00
2014 03 20 10 50 315  5.4  6.8  2.65 14.81  8.45 300 1017.9  12.2  13.2 999.0 99.0 99.00
2014 03 20 11 50 318  4.3  5.4  2.58 14.81  8.08 298 1017.8  12.0  13.1 999.0 99.0 99.00
2014 03 20 12 50 331  4.6  6.1  2.72 14.81  8.35 299 1017.6  12.0  13.1 999.0 99.0 99.00
2014 03 20 13 50 339  4.0  5.5  2.66 14.81  8.42 298 1017.6  11.8  13.0 999.0 99.0 99.00
2014 03 20 14 50 342  3.3  4.6  2.95 12.90  8.99 303 1017.9  12.0  13.0 999.0 99.0 99.00
2014 03 20 15 50 331  3.6  4.8  2.83 14.81  8.77 300 1018.1  12.2  13.0 999.0 99.0 99.00
2014 03 20 16 50 320  4.8  6.1  2.93 10.00  8.85 313 1018.5  12.4  13.1 999.0 99.0 99.00
2014 03 20 17 50 328  5.6  7.2  2.64 13.79  8.06 308 1018.4  12.2  13.2 999.0 99.0 99.00
2014 03 20 18 50 321  6.9  8.5  3.07 17.39  8.45 305 1018.0  12.2  13.3 999.0 99.0 99.00
2014 03 20 19 50 331  8.2 10.0  3.17 16.00  8.16 319 1017.5  11.9  13.4 999.0 99.0 99.00
2014 03 20 21 50 328  9.4 11.4  3.38 14.81  8.13 316 1016.2  12.2  13.5 999.0 99.0 99.00
2014 03 20 22 50 322  9.7 11.6  3.63 16.00  7.91 322 1015.9  12.2  13.5 999.0 99.0 99.00
2014 03 20 23 50 326 10.3 12.8 99.00 99.00 99.00 999 1015.4  12.2  13.5 999.0 99.0 99.00
2014 03 21 00 50 328 11.4 13.3 99.00 99.00 99.00 999 1015.2  12.0  13.5 999.0 99.0 99.00
2014 03 21 01 50 328 11.0 13.3  3.80 16.00  7.85 325 1015.0  12.0  13.5 999.0 99.0 99.00
2014 03 21 02 50 327 11.3 13.4  3.75 12.90  7.59 316 1014.8  11.9  13.4 999.0 99.0 99.00
2014 03 21 03 50 324 11.0 13.3  3.36  9.09  7.40 322 1015.4  11.9  13.4 999.0 99.0 99.00
2014 03 21 04 50 329 10.0 11.6  3.43 10.00  7.19 316 1015.8  11.8  13.4 999.0 99.0 99.00
2014 03 21 05 50 327  9.1 10.8 99.00 99.00 99.00 999 1016.1  11.7  13.4 999.0 99.0 99.00
2014 03 21 06 50 325  8.9 10.5 99.00 99.00 99.00 999 1016.0  11.6  13.3 999.0 99.0 99.00
2014 03 21 07 50 318  8.3  9.9 99.00 99.00 99.00 999 1015.8  11.5  13.3 999.0 99.0 99.00
2014 03 21 08 50 318  8.2 99.0 99.00 99.00 99.00 999 1015.5  11.5  13.2 999.0 99.0 99.00
2014 03 21 09 50 323  8.3 10.6 99.00 99.00 99.00 999 1015.5  11.4  13.1 999.0 99.0 99.00
2014 03 21 11 50 326  6.8  8.2  3.34 12.12  7.69 311 1015.1  11.3  13.0 999.0 99.0 99.00
2014 03 21 12 50 316  6.4  8.8 99.00 99.00 99.00 999 1015.3  11.3  13.0 999.0 99.0 99.00
2014 03 21 13 50 327  6.3  8.0  2.94 12.12  7.52 304 1015.5  11.2  13.0 999.0 99.0 99.00
2014 03 21 14 50 317  5.4  8.2 99.00 99.00 99.00 999 1015.9  11.2  12.9 999.0 99.0 99.00
2014 03 21 15 50 308  5.1  7.0  2.99 14.81  8.08 304 1016.3  11.4  12.9 999.0 99.0 99.00
2014 03 21 16 50 306  5.2  6.7  3.26 14.81  8.50 302 1016.9  11.7  12.9 999.0 99.0 99.00
2014 03 21 17 50 333  3.6  5.3  3.20 11.43  8.29 307 1017.3  11.5  13.0 999.0 99.0 99.00
2014 03 21 18 50 297  3.2  4.8  2.99 14.81  8.12 313 1017.3  11.8  13.1 999.0 99.0 99.00
2014 03 21 19 50 289  2.1  3.9  3.00 13.79  8.38 318 1016.9  12.1  13.2 999.0 99.0 99.00
2014 03 21 20 50 294  2.9  4.4 99.00 99.00 99.00 999 1016.7  12.1  13.4 999.0 99.0 99.00
2014 03 21 21 50 281  3.1  5.1  2.91 11.43  8.41 313 1016.2  12.1  13.6 999.0 99.0 99.00
2014 03 21 22 50 274  2.9  4.3  2.54 14.81  8.06 312 1016.3  11.9  13.7 999.0 99.0 99.00
2014 03 21 23 50 251  2.7  4.5  2.55 14.81  8.41 312 1015.9  12.0  13.7 999.0 99.0 99.00
2014 03 22 00 50 299  2.2  3.5  2.73 12.12  8.74 314 1015.9  11.8  13.8 999.0 99.0 99.00
2014 03 22 01 50 317  2.4  4.6  2.74 13.79  8.49 311 1016.0  11.5  13.7 999.0 99.0 99.00
2014 03 22 02 50 315  2.3  4.1  2.56 14.81  7.95 302 1016.1  11.3  13.6 999.0 99.0 99.00
2014 03 22 03 50 281 99.0  4.9 99.00 99.00 99.00 999 1016.4  10.8  13.5 999.0 99.0 99.00
2014 03 22 04 50 332  1.9  3.4  2.64 10.81  8.36 310 1016.9  10.5  13.6 999.0 99.0 99.00
2014 03 22 05 50 342  2.4  3.6  2.45 12.90  8.34 312 1017.0  10.2  13.5 999.0 99.0 99.00
2014 03 22 06 50 349  2.7  3.8  2.57 13.79  8.39 317 1017.2  10.4  13.4 999.0 99.0 99.00
2014 03 22 07 50 344  2.5  3.5  2.59 13.79  8.23 318 1017.0  10.6  13.3 999.0 99.0 99.00
2014 03 22 08 50 338  2.0  3.1  2.61 11.43  7.79 329 1017.0  10.9  13.2 999.0 99.0 99.00
2014 03 22 09 50 326  4.1  5.6  2.90 12.90  8.23 315 1016.9  11.5  13.2 999.0 99.0 99.00
2014 03 22 10 50 305  5.5 99.0  3.21 11.43  8.18 316 1016.8  11.4  13.1 999.0 99.0 99.00
2014 03 22 11 50 332  4.9  7.3  3.19 11.43  8.11 314 1017.2  11.2  13.1 999.0 99.0 99.00
2014 03 22 12 50 321  4.7  6.6  3.20 10.00  7.87 319 1017.5  11.0  13.1 999.0 99.0 99.00
2014 03 22 13 50 315  5.1  7.4  2.96 10.81  7.83 317 1018.0  11.0  13.1 999.0 99.0 99.00
2014 03 22 14 50 344  4.1  5.6  2.93 10.81  7.64 314 1018.7  10.9  13.1 999.0 99.0 99.00
2014 03 22 15 50 343  3.0  4.7  2.88 10.81  7.65 312 1019.2  10.8  13.1 999.0 99.0 99.00
2014 03 22 16 50 323  2.7  4.5  2.67 10.00  7.71 319 1020.0  10.9  13.1 999.0 99.0 99.00
2014 03 22 17 50 328  2.8  4.9  2.58 11.43  7.59 319 1020.5  10.8  13.2 999.0 99.0 99.00
2014 03 22 18 50 319  2.8  4.4  2.52 10.00  7.27 327 1020.6  10.9  13.3 999.0 99.0 99.00
2014 03 22 19 50 329  2.2  3.4  2.27 10.81  7.55 323 1020.5  11.2  13.4 999.0 99.0 99.00
2014 03 22 20 50 292  3.3  5.0  2.33 10.81  7.41 322 1020.1  11.4  13.6 999.0 99.0 99.00
2014 03 22 21 50 305  4.1  5.8  2.25 10.00  7.29 321 1019.7  11.6  13.7 999.0 99.0 99.00
2014 03 22 22 50 298  4.7  6.5 99.00 99.00 99.00 999 1019.5  11.6  13.7 999.0 99.0 99.00
2014 03 22 23 50 307  5.5  7.4 99.00 99.00 99.00 999 1019.1  11.6  13.7 999.0 99.0 99.00
2014 03 23 00 50 301  4.8  6.6 99.00 99.00 99.00 999 1019.4  11.5  13.7 999.0 99.0 99.00
2014 03 23 01 50 317  5.5  7.1  2.25 11.43  7.35 317 1019.4  11.6  13.6 999.0 99.0 99.00
2014 03 23 02 50 313  5.5  6.7  2.27  9.09  7.26 323 1019.7  11.6  13.5 999.0 99.0 99.00
2014 03 23 03 50 319  5.4  6.7 99.00 99.00 99.00 999 1020.2  11.7  13.4 999.0 99.0 99.00
2014 03 23 04 50 323  5.4  6.7  1.92 17.39  6.67 298 1020.6  11.7  13.3 999.0 99.0 99.00
2014 03 23 05 50 331  5.8  6.8 99.00 99.00 99.00 999 1021.0  11.6  13.3 999.0 99.0 99.00
2014 03 23 06 50 330  5.0  6.2  2.17 17.39  6.99 297 1020.9  11.6  13.3 999.0 99.0 99.00
2014 03 23 07 50 334  5.4  6.9 99.00 99.00 99.00 999 1020.8  11.4  13.3 999.0 99.0 99.00
2014 03 23 08 50 333  4.8  6.7  2.03 17.39  7.25 299 1021.0  11.4  13.2 999.0 99.0 99.00
2014 03 23 09 50 338  4.7  5.8 99.00 99.00 99.00 999 1021.0  11.3  13.2 999.0 99.0 99.00
2014 03 23 10 50 320  5.5  7.5 99.00 99.00 99.00 999 1020.7  11.1  13.1 999.0 99.0 99.00
2014 03 23 11 50 314  5.6 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2014 03 23 12 50 344  5.3  6.9 99.00 99.00 99.00 999 1020.7  11.0  13.1 999.0 99.0 99.00
2014 03 23 13 50 337  5.1  7.0 99.00 99.00 99.00 999 1021.1  10.8  13.1 999.0 99.0 99.00
2014 03 23 14 50 322  5.7 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2014 03 23 15 50 343  3.7  5.1  2.03 16.00  8.29 300 1022.0  10.7  13.1 999.0 99.0 99.00
2014 03 23 16 50 359  3.2  4.4  1.99 16.00  7.99 296 1022.3  10.9  13.1 999.0 99.0 99.00
2014 03 23 17 50 331  2.9  4.3  1.75 16.00  7.50 301 1022.8  10.9  13.2 999.0 99.0 99.00
2014 03 23 18 50 331  2.7  3.7  2.07 16.00  8.72 307 1022.9  11.0  13.4 999.0 99.0 99.00
2014 03 23 19 50 290  3.9  5.3 99.00 99.00 99.00 999 1022.8  11.1  13.6 999.0 99.0 99.00
2014 03 23 20 50 304  5.4  7.2  2.07 16.00  8.58 307 1022.4  11.3  13.7 999.0 99.0 99.00
2014 03 23 21 50 309  5.7  7.1  2.33 14.81  8.89 303 1021.6  11.6  13.8 999.0 99.0 99.00
2014 03 23 22 50 309  6.5  8.3  2.00 16.00  8.07 314 1021.0  11.5  13.8 999.0 99.0 99.00
2014 03 23 23 50 313  6.8  8.0 99.00 99.00 99.00 999 1020.4  11.5  13.8 999.0 99.0 99.00
2014 03 24 00 50 313  7.0  8.2 99.00 99.00 99.00 999 1020.1  11.5  13.8 999.0 99.0 99.00
2014 03 24 01 50 313  7.4  8.8  2.04 14.81  7.31 295 1020.0  11.6  13.7 999.0 99.0 99.00
2014 03 24 02 50 320  7.8  9.3  2.02 14.81  6.98 290 1019.9  11.4  13.6 999.0 99.0 99.00
2014 03 24 03 50 328  7.5  9.0  1.90 14.81  6.54 296 1020.1  11.2  13.6 999.0 99.0 99.00
2014 03 24 04 50 330  6.8  8.0  2.00 14.81  6.84 300 1020.5  11.2  13.5 999.0 99.0 99.00
2014 03 24 05 50 334  6.1  7.3  1.66 14.81  6.21 303 1020.3  11.4  13.5 999.0 99.0 99.00
2014 03 24 06 50 353  5.8  7.3  1.81 14.81  7.08 295 1020.4  11.0  13.4 999.0 99.0 99.00
2014 03 24 07 50 347  5.1  6.1  1.50 14.81  6.90 289 1020.3  10.9  13.4 999.0 99.0 99.00
2014 03 24 08 50 360  4.3  5.1  1.59 14.81  7.57 299 1020.1  11.0  13.4 999.0 99.0 99.00
2014 03 24 09 50 347  3.5  4.9  1.56 14.81  7.83 307 1019.8  10.7  13.3 999.0 99.0 99.00
2014 03 24 10 50 333  3.8  4.8  1.57 14.81  8.04 303 1019.5  10.1  13.3 999.0 99.0 99.00
2014 03 24 11 50 334  5.5  6.9  1.46 13.79  7.73 303 1019.3  10.1  13.3 999.0 99.0 99.00
2014 03 24 12 50 351  4.7  5.7  1.57 14.81  8.24 302 1019.4  11.0  13.3 999.0 99.0 99.00
2014 03 24 13 50 347  4.2  5.3  1.63 14.81  8.44 286 1020.0  11.2  13.3 999.0 99.0 99.00
2014 03 24 14 50 340  4.8  5.9  1.58 13.79  8.14 289 1020.4  10.7  13.3 999.0 99.0 99.00
2014 03 24 15 50 335  4.5  6.6  1.61 13.79  7.93 288 1021.1  10.2  13.3 999.0 99.0 99.00
2014 03 24 16 50 321  6.4  8.3  1.47 13.79  7.33 289 1021.7  10.8  13.3 999.0 99.0 99.00
2014 03 24 17 50 335  5.9  7.5  1.44 12.90  6.73 281 1022.0  10.3  13.3 999.0 99.0 99.00
2014 03 24 18 50 336  6.3  7.8  1.52 12.90  6.42 297 1021.7  10.1  13.4 999.0 99.0 99.00
2014 03 24 19 50 323  5.4  6.7  1.39 13.79  6.13 278 1021.4  10.6  13.5 999.0 99.0 99.00
2014 03 24 20 50 312  6.7  8.0  1.62 12.90  6.80 290 1021.0  11.1  13.6 999.0 99.0 99.00
2014 03 24 21 50 318  6.4  7.6 99.00 99.00 99.00 999 1020.0  11.6  13.7 999.0 99.0 99.00
2014 03 24 22 50 315  7.4  8.5  1.33 12.90  5.70 299 1019.1  12.0  13.8 999.0 99.0 99.00
2014 03 24 23 50 320  7.4  8.4 99.00 99.00 99.00 999 1018.3  12.3  13.8 999.0 99.0 99.00
2014 03 25 00 50 325  7.5  8.6  1.34 13.79  5.67 281 1017.6  12.6  13.8 999.0 99.0 99.00
2014 03 25 01 50 317  8.0  9.1  1.28 13.79  5.58 293 1017.6  12.8  13.8 999.0 99.0 99.00
2014 03 25 02 50 323  7.5  9.1  1.38 12.12  5.86 263 1017.3  12.5  13.8 999.0 99.0 99.00
2014 03 25 03 50 316  7.0  8.4  1.34 13.79  5.50 285 1017.6  12.4  13.7 999.0 99.0 99.00
2014 03 25 04 50 314  7.0  8.2  1.35 12.90  5.95 286 1018.0  12.6  13.7 999.0 99.0 99.00
2014 03 25 05 50 314  7.5  8.8 99.00 99.00 99.00 999 1018.3  12.6  13.6 999.0 99.0 99.00
2014 03 25 06 50 325  6.4  7.9 99.00 99.00 99.00 999 1018.2  12.8  13.6 999.0 99.0 99.00
2014 03 25 07 50 323  6.2  7.2  1.27 17.39  6.23 295 1018.3  12.7  13.5 999.0 99.0 99.00
2014 03 25 08 50 327  5.2  6.0  1.27 12.90  6.36 288 1018.1  12.4  13.4 999.0 99.0 99.00
2014 03 25 09 50 335  4.3  5.1 99.00 99.00 99.00 999 1017.4  12.2  13.4 999.0 99.0 99.00
2014 03 25 10 50 325  4.5  5.5  1.19 17.39  6.72 290 1017.1  12.1  13.3 999.0 99.0 99.00
2014 03 25 11 50 332  3.8  4.8 99.00 99.00 99.00 999 1016.8  12.0  13.3 999.0 99.0 99.00
2014 03 25 12 50 318  2.1  2.8  1.56 16.00  9.16 292 1016.7  11.9  13.2 999.0 99.0 99.00
2014 03 25 13 50 273  2.4  3.1  1.52 16.00  9.04 293 1016.7  12.0  13.2 999.0 99.0 99.00
2014 03 25 14 50 274  4.2  5.8  1.51 16.00  8.96 284 1017.2  12.3  13.1 999.0 99.0 99.00
2014 03 25 15 50 321  1.6  2.8  1.46 16.00  8.97 278 1017.3  12.1  13.1 999.0 99.0 99.00
2014 03 25 16 50  68  1.4  2.0  1.52 16.00  9.17 284 1017.2  12.6  13.2 999.0 99.0 99.00
2014 03 25 17 50 113  1.2  2.0  1.41 16.00  8.32 287 1017.4  12.8  13.4 999.0 99.0 99.00
2014 03 25 18 50 128  3.9  5.1  1.47 16.00  8.65 296 1017.4  12.2  13.6 999.0 99.0 99.00
2014 03 25 19 50 142  5.6  6.7  1.53 16.00  9.18 300 1016.1  12.2  13.6 999.0 99.0 99.00
2014 03 25 20 50 171  3.9  4.7  1.47 16.00  9.33 287 1015.8  12.5  13.6 999.0 99.0 99.00
2014 03 25 21 50 199  5.5  6.4  1.56 16.00  9.25 287 1014.6  12.7  13.7 999.0 99.0 99.00
2014 03 25 22 50 284  3.1  4.3  1.72 16.00  8.60 301 1013.9  13.3  13.7 999.0 99.0 99.00
2014 03 25 23 50 297  4.4  5.4  1.86 16.00  8.66 294 1013.8  13.4  13.8 999.0 99.0 99.00
2014 03 26 00 50 284  4.9  6.2  1.79 16.00  7.77 289 1013.5  13.7  13.8 999.0 99.0 99.00
2014 03 26 01 50 286  4.8  5.9  1.82 14.81  7.42 282 1013.6  13.6  13.8 999.0 99.0 99.00
2014 03 26 02 50 278  4.3  5.2  2.03 16.00  7.74 280 1013.3  13.3  13.7 999.0 99.0 99.00
2014 03 26 03 50 271  2.4  3.1  1.97 16.00  7.76 280 1013.1  13.3  13.6 999.0 99.0 99.00
2014 03 26 04 50 245  3.3  4.2  1.96 14.81  7.70 291 1013.0  13.3  13.6 999.0 99.0 99.00
2014 03 26 05 50 242  4.2  5.5  1.86 16.00  8.12 277 1013.0  13.2  13.5 999.0 99.0 99.00
2014 03 26 06 50 266  5.2  6.3  1.88 14.81  8.55 286 1012.6  13.2  13.5 999.0 99.0 99.00
2014 03 26 07 50 265  5.1  6.2  2.25 16.00  9.31 284 1012.6  13.1  13.5 999.0 99.0 99.00
2014 03 26 08 50 255  5.5  6.9  2.59 14.81  9.75 280 1012.3  13.1  13.4 999.0 99.0 99.00
2014 03 26 09 50 252  5.2  6.3 99.00 99.00 99.00 999 1012.2  13.2  13.4 999.0 99.0 99.00
2014 03 26 10 50 248  5.4  7.1  2.97 14.81 10.16 283 1011.6  13.1  13.4 999.0 99.0 99.00
2014 03 26 11 50 232  5.3  6.6  3.11 14.81 10.17 288 1011.3  13.1  13.4 999.0 99.0 99.00
2014 03 26 12 50 208  5.9  7.1  3.33 14.81 10.03 284 1010.9  13.1  13.4 999.0 99.0 99.00
2014 03 26 13 50 212  7.7  9.2 99.00 99.00 99.00 999 1010.9  12.8  13.4 999.0 99.0 99.00
2014 03 26 14 50 228  8.6 10.9  3.22 13.79  9.25 293 1010.8  13.3  13.3 999.0 99.0 99.00
2014 03 26 15 50 213  7.5  9.5  3.36 13.79  9.18 292 1010.9  12.7  13.4 999.0 99.0 99.00
2014 03 26 16 50 232  6.5  8.1  4.11 14.81  9.97 282 1011.5  13.4  13.4 999.0 99.0 99.00
2014 03 26 17 50 242  8.4 10.3 99.00 99.00 99.00 999 1012.1  13.6  13.4 999.0 99.0 99.00
2014 03 26 18 50 234  7.5  9.3  3.24 13.79  7.92 285 1012.4  13.5  13.5 999.0 99.0 99.00
2014 03 26 19 50 263  7.2  9.1  3.13 13.79  7.94 287 1012.6  13.4  13.6 999.0 99.0 99.00
2014 03 26 20 50 280  7.9  9.5 99.00 99.00 99.00 999 1012.9  13.4  13.7 999.0 99.0 99.00
2014 03 26 21 50 287  7.0  8.3  3.30 13.79  8.47 283 1013.1  13.5  13.8 999.0 99.0 99.00
2014 03 26 22 50 283  6.8  7.9  3.04 13.79  8.34 292 1013.2  13.6  13.8 999.0 99.0 99.00
2014 03 26 23 50 269  5.2  6.9  2.93 13.79  8.28 292 1013.1  13.7  13.8 999.0 99.0 99.00
2014 03 27 00 50 275  5.1  6.7  2.99 14.81  8.25 292 1013.4  13.6  13.8 999.0 99.0 99.00
2014 03 27 01 50 268  6.1  7.5  2.93 12.12  8.47 294 1013.4  13.5  13.7 999.0 99.0 99.00
2014 03 27 02 50 271  5.4  6.9  2.90 12.90  8.40 287 1013.8  13.4  13.6 999.0 99.0 99.00
2014 03 27 03 50 264  4.3  5.6  3.09 13.79  8.64 292 1014.4  13.3  13.5 999.0 99.0 99.00
2014 03 27 04 50 276  4.7  6.1  2.72 12.12  8.26 283 1015.1  13.4  13.4 999.0 99.0 99.00
2014 03 27 05 50 271  4.8  6.0 99.00 99.00 99.00 999 1015.5  13.3  13.3 999.0 99.0 99.00
2014 03 27 07 50 282  3.9  4.8 99.00 99.00 99.00 999 1016.4  13.1  13.3 999.0 99.0 99.00
2014 03 27 08 50 262  3.5  4.7 99.00 99.00 99.00 999 1016.8  13.2  13.3 999.0 99.0 99.00
2014 03 27 09 50 252  3.4  4.3  2.67 13.79  8.27 284 1016.5  13.2  13.3 999.0 99.0 99.00
2014 03 27 10 50 247  3.0  3.8  2.58 12.90  8.00 285 1016.3  13.3  13.3 999.0 99.0 99.00
2014 03 27 11 50 305  3.4  5.0  2.65 10.81  8.12 284 1016.2  13.1  13.3 999.0 99.0 99.00
2014 03 27 12 50 280  3.9  5.1  2.74 11.43  8.04 283 1016.5  13.1  13.3 999.0 99.0 99.00
2014 03 27 13 50 283  3.7  4.7  2.60 12.12  8.08 279 1017.1  13.1  13.3 999.0 99.0 99.00
2014 03 27 14 50 283  3.9  4.9 99.00 99.00 99.00 999 1017.8  13.2  13.3 999.0 99.0 99.00
2014 03 27 15 50 280  3.4  4.7  2.38 12.12  7.81 284 1018.5  13.3  13.3 999.0 99.0 99.00
2014 03 27 16 50 275  3.7  5.0  2.53 12.90  8.10 273 1019.1  13.4  13.4 999.0 99.0 99.00
2014 03 27 17 50 263  2.5  3.6  2.50 12.12  8.07 289 1019.8  13.5  13.5 999.0 99.0 99.00
2014 03 27 18 50 269  2.1  2.8  2.30 12.12  7.98 288 1020.4  13.6  13.7 999.0 99.0 99.00
2014 03 27 19 50 249  1.7  2.7  2.67 11.43  8.83 292 1020.7  13.8  14.0 999.0 99.0 99.00
2014 03 27 20 50 242  2.4  3.1  2.48 12.12  8.61 290 1020.5  13.7  14.3 999.0 99.0 99.00
2014 03 27 21 50 231  3.0  4.0  2.62 12.12  8.89 294 1020.2  13.8  14.6 999.0 99.0 99.00
2014 03 27 22 50 234  2.7  3.3  2.58 12.12  9.04 288 1019.9  14.0  14.6 999.0 99.0 99.00
2014 03 27 23 50 224  2.3  3.1  2.74 12.12  9.07 292 1019.6  14.0  14.6 999.0 99.0 99.00
2014 03 28 00 50 221  2.6  3.4  2.68 11.43  8.97 297 1019.6  14.0  14.7 999.0 99.0 99.00
2014 03 28 01 50 220  2.4  3.0  2.58 10.81  8.81 291 1019.7  13.9  14.6 999.0 99.0 99.00
2014 03 28 02 50 218  1.9  2.7  2.77 12.12  9.30 293 1019.9  13.7  14.4 999.0 99.0 99.00
2014 03 28 03 50 213  3.0  3.5  3.02 12.90  9.43 300 1020.3  13.7  14.3 999.0 99.0 99.00
2014 03 28 04 50 223  3.4  4.3  2.86 12.90  9.65 298 1020.8  13.7  14.2 999.0 99.0 99.00
2014 03 28 05 50 204  2.5  3.3  3.26 12.90 10.00 290 1021.2  13.7  14.0 999.0 99.0 99.00
2014 03 28 06 50 261  4.5  5.5  2.69 12.12  9.22 288 1021.4  13.2  13.9 999.0 99.0 99.00
2014 03 28 07 50 270  0.5  1.2 99.00 99.00 99.00 999 1021.3  13.1  14.0 999.0 99.0 99.00
2014 03 28 08 50  22  0.1  0.6  2.41 12.12  8.91 287 1021.4  13.0  13.9 999.0 99.0 99.00
2014 03 28 09 50 109  1.1  1.7  2.50 11.43  9.04 292 1021.3  13.0  13.8 999.0 99.0 99.00
2014 03 28 10 50 125  1.9  2.7  2.30 12.12  8.78 293 1020.9  13.0  13.7 999.0 99.0 99.00
2014 03 28 11 50 135  1.5  2.7  2.81 14.81  9.42 294 1020.9  13.2  13.7 999.0 99.0 99.00
2014 03 28 12 50 102  2.6  3.6  2.20 11.43  8.51 299 1021.2  13.0  13.7 999.0 99.0 99.00
2014 03 28 13 50 139  2.5  4.1  2.50 11.43  9.54 307 1021.8  13.1  13.6 999.0 99.0 99.00
2014 03 28 14 50 122  3.7  4.9  2.38 14.81  8.96 307 1022.3  13.0  13.6 999.0 99.0 99.00
2014 03 28 15 50 122  4.0  5.1  2.16 11.43  8.62 301 1022.7  13.1  13.6 999.0 99.0 99.00
2014 03 28 16 50 125  4.4  5.8  2.31 10.81  9.05 297 1023.0  13.4  13.6 999.0 99.0 99.00
2014 03 28 17 50 126  4.1  5.2  2.24 10.81  8.98 289 1023.3  13.5  13.7 999.0 99.0 99.00
2014 03 28 18 50 131  3.9  4.7  2.12 10.81  8.67 294 1023.6  13.2  13.9 999.0 99.0 99.00
2014 03 28 19 50 148  3.3  4.1  1.96 10.81  8.49 284 1023.5  13.6  14.1 999.0 99.0 99.00
2014 03 28 20 50 184  3.8  4.5  1.85 10.81  8.31 288 1023.2  13.8  14.3 999.0 99.0 99.00
2014 03 28 21 50 197  4.3  5.0  1.66  9.09  7.99 288 1022.5  13.9  14.4 999.0 99.0 99.00
2014 03 28 22 50 203  4.7  5.2  1.87 10.00  8.54 284 1021.8  14.0  14.4 999.0 99.0 99.00
2014 03 28 23 50 208  3.9  4.8  1.79 10.81  8.12 279 1021.4  14.2  14.5 999.0 99.0 99.00
2014 03 29 00 50 184  3.0  3.8  1.69 10.00  7.55 286 1020.9  14.2  14.5 999.0 99.0 99.00
2014 03 29 01 50 204  3.1  4.0  1.63 10.00  7.62 276 1021.1  14.2  14.5 999.0 99.0 99.00
2014 03 29 02 50 215  4.2  5.2  1.52 10.81  7.60 279 1021.1  14.0  14.4 999.0 99.0 99.00
2014 03 29 03 50 217  4.6  5.7  1.58 10.81  7.63 287 1021.6  14.0  14.3 999.0 99.0 99.00
2014 03 29 04 50 216  4.1  5.0  1.63 10.00  7.57 284 1021.7  13.9  14.2 999.0 99.0 99.00
2014 03 29 05 50 219  4.4  5.0  1.47  9.09  7.22 294 1021.9  13.9  14.1 999.0 99.0 99.00
2014 03 29 06 50 203  4.2  5.0  1.62 10.00  7.59 293 1021.6  13.9  14.0 999.0 99.0 99.00
2014 03 29 07 50 193  4.5  5.1  1.52 10.00  7.48 285 1021.5  13.9  14.0 999.0 99.0 99.00
2014 03 29 08 50 208  4.7  5.7  1.54 13.79  7.22 281 1021.2  13.9  13.9 999.0 99.0 99.00
2014 03 29 09 50 172  3.5  4.1  1.57 10.00  7.05 290 1020.9  13.9  13.9 999.0 99.0 99.00
2014 03 29 10 50 160  4.8  6.1  1.49 10.00  7.01 297 1020.3  13.8  13.9 999.0 99.0 99.00
2014 03 29 11 50 173  4.8  5.7  1.52 13.79  7.21 292 1019.8  13.8  13.9 999.0 99.0 99.00
2014 03 29 12 50 162  5.6  6.6  1.48 10.00  6.99 287 1019.5  13.8  13.8 999.0 99.0 99.00
2014 03 29 13 50 164  6.0  7.2  1.44 13.79  6.49 293 1019.3  13.7  13.8 999.0 99.0 99.00
2014 03 29 14 50 165  6.6  7.9  1.41 14.81  6.24 294 1019.2  13.7  13.7 999.0 99.0 99.00
2014 03 29 15 50 166  6.7  8.4  1.48  9.09  5.92 289 1019.1  13.8  13.6 999.0 99.0 99.00
