#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2014 03 10 05 50 296  3.7  4.8  3.20 14.81 11.33 294 1021.0  13.8  13.9 999.0 99.0 99.00
2014 03 10 06 50 281  3.2  4.8  3.18 13.79 10.88 291 1020.9  13.7  13.9 999.0 99.0 99.00
2014 03 10 07 50 288  1.8  3.3  3.08 13.79 10.64 290 1020.7  13.6  13.8 999.0 99.0 99.00
2014 03 10 08 50 272  1.3  2.4  2.95 13.79 10.31 297 1020.6  13.5  13.7 999.0 99.0 99.00
2014 03 10 09 50 252  1.3  2.2  2.77 12.90 10.34 290 1020.3  13.5  13.7 999.0 99.0 99.00
2014 03 10 10 50 279  3.1  4.1  3.34 13.79 10.81 289 1020.4  13.6  13.6 999.0 99.0 99.00
2014 03 10 11 50 301  4.2  5.4 99.00 99.00 99.00 999 1020.3  13.6  13.6 999.0 99.0 99.00
2014 03 10 12 50 357  9.3 10.8  2.84 12.90  8.90 296 1020.4  13.2  13.4 999.0 99.0 99.00
2014 03 10 13 50 338  7.1  8.9  2.82 12.90  8.38 296 1021.2  13.6  13.4 999.0 99.0 99.00
2014 03 10 14 50 333  9.3 11.4  2.64 13.79  8.15 297 1021.6  13.4  13.3 999.0 99.0 99.00
2014 03 10 15 50 332  9.6 11.5  2.70 12.90  7.77 291 1022.5  13.2  13.3 999.0 99.0 99.00
2014 03 10 16 50 339  9.9 12.3  2.97 13.79  7.68 302 1023.4  13.1  13.3 999.0 99.0 99.00
2014 03 10 17 50 341 10.7 12.6  2.93 13.79  7.43 287 1023.8  13.0  13.3 999.0 99.0 99.00
2014 03 10 18 50 335 11.3 13.1  2.77 12.90  6.87 296 1023.7  13.0  13.3 999.0 99.0 99.00
2014 03 10 19 50 334 10.5 12.7  2.89 11.43  6.78 299 1023.5  13.1  13.3 999.0 99.0 99.00
2014 03 10 20 50 330 10.8 12.8  2.79 13.79  6.76 285 1022.6  13.1  13.3 999.0 99.0 99.00
2014 03 10 21 50 328 11.5 13.2 99.00 99.00 99.00 999 1021.7  13.1  13.3 999.0 99.0 99.00
2014 03 10 22 50 329 11.4 13.2  2.95 14.81  6.82 293 1021.5  13.2  13.3 999.0 99.0 99.00
2014 03 10 23 50 332 11.0 13.1  3.00 13.79  6.72 296 1021.4  13.2  13.3 999.0 99.0 99.00
2014 03 11 00 50 332 10.8 13.7  3.01 16.00  6.98 308 1021.2  13.2  13.3 999.0 99.0 99.00
2014 03 11 01 50 336 12.3 15.7  3.03 12.90  6.70 301 1021.0  13.1  13.3 999.0 99.0 99.00
2014 03 11 02 50 336 10.8 12.8  2.74 13.79  6.39 276 1021.3  13.1  13.2 999.0 99.0 99.00
2014 03 11 03 50 340  9.7 11.4  3.12 16.00  6.84 302 1021.6  13.2  13.2 999.0 99.0 99.00
2014 03 11 04 50 342  9.6 11.3  3.00 14.81  6.90 300 1021.8  13.2  13.1 999.0 99.0 99.00
2014 03 11 05 50 342  9.4 11.3 99.00 99.00 99.00 999 1021.7  13.2  13.1 999.0 99.0 99.00
2014 03 11 06 50 339  9.9 11.6  3.30 16.00  7.19 302 1021.6  13.2  13.0 999.0 99.0 99.00
2014 03 11 07 50 334  9.5 11.5  3.26  9.09  7.11 306 1021.4  13.1  13.0 999.0 99.0 99.00
2014 03 11 08 50 333  8.6 10.4  3.34  8.33  7.35 305 1021.1  13.1  13.0 999.0 99.0 99.00
2014 03 11 10 50 338  8.2  9.9  3.32  8.33  7.25 302 1020.0  13.4  12.9 999.0 99.0 99.00
2014 03 11 11 50 348  8.2 10.0  3.19 13.79  7.53 290 1019.4  14.0  12.9 999.0 99.0 99.00
2014 03 11 12 50 353  7.0  8.2  3.03 13.79  7.37 295 1019.2  13.6  12.8 999.0 99.0 99.00
2014 03 11 13 50 352  6.8  8.2  3.07 11.43  7.48 285 1019.1  13.7  12.8 999.0 99.0 99.00
2014 03 11 14 50 352  5.3  7.4  2.85 13.79  7.58 284 1019.4  13.6  12.8 999.0 99.0 99.00
2014 03 11 15 50 353  5.1  6.4  2.87 13.79  7.66 292 1019.5  13.5  12.7 999.0 99.0 99.00
2014 03 11 16 50 356  5.2  6.1  2.78 13.79  7.68 293 1019.6  13.5  12.8 999.0 99.0 99.00
2014 03 11 17 50 359  5.7  6.8  2.63 12.90  7.35 289 1019.7  13.4  12.9 999.0 99.0 99.00
2014 03 11 18 50 354  5.6  6.9  2.54 12.90  7.12 295 1019.5  13.5  13.0 999.0 99.0 99.00
2014 03 11 19 50 352  5.2  7.2  2.40  8.33  7.05 309 1018.9  13.7  13.1 999.0 99.0 99.00
2014 03 11 20 50 335  6.2  8.0  2.58  9.09  7.59 306 1018.0  13.7  13.2 999.0 99.0 99.00
2014 03 11 21 50 328  6.1  7.4  2.51 13.79  7.27 291 1017.3  13.6  13.2 999.0 99.0 99.00
2014 03 11 22 50 322  6.3  7.4 99.00 99.00 99.00 999 1016.7  13.9  13.3 999.0 99.0 99.00
2014 03 11 23 50 325  5.6  7.1 99.00 99.00 99.00 999 1016.3  14.1  13.4 999.0 99.0 99.00
2014 03 12 00 50 334  7.0  8.3  2.38 12.90  7.38 299 1016.0  14.0  13.4 999.0 99.0 99.00
2014 03 12 01 50 341  8.3  9.7  2.34 12.90  7.03 290 1015.8  13.8  13.4 999.0 99.0 99.00
2014 03 12 02 50 345  9.4 10.9  2.21 12.90  6.59 270 1015.9  13.6  13.3 999.0 99.0 99.00
2014 03 12 03 50 341  8.2 10.1  2.30 12.12  6.63 300 1016.0  13.4  13.2 999.0 99.0 99.00
2014 03 12 04 50 335  7.8  9.5  2.38 12.90  6.82 291 1016.1  13.8  13.2 999.0 99.0 99.00
2014 03 12 05 50 330  6.2  7.3 99.00 99.00 99.00 999 1016.3  13.9  13.1 999.0 99.0 99.00
2014 03 12 06 50 332  4.7  5.5  2.19 12.90  7.25 278 1016.1  13.8  13.0 999.0 99.0 99.00
2014 03 12 07 50 356  4.7  5.5  2.29 12.90  7.45 289 1015.8  13.9  13.0 999.0 99.0 99.00
2014 03 12 08 50  45  2.4  3.0  2.32 11.43  7.36 297 1015.9  13.4  13.0 999.0 99.0 99.00
2014 03 12 09 50  58  2.1  3.9  2.10 10.81  7.29 294 1015.5  13.6  12.9 999.0 99.0 99.00
2014 03 12 10 50 360  3.1  4.3  1.96 12.90  7.30 286 1015.2  14.1  12.9 999.0 99.0 99.00
2014 03 12 11 50  77  3.4  4.3  1.92 12.12  7.28 295 1014.9  14.1  12.9 999.0 99.0 99.00
2014 03 12 12 50  43  3.7  4.9  1.95  9.09  7.19 307 1015.3  13.9  12.8 999.0 99.0 99.00
2014 03 12 13 50  51  4.1  5.5  1.96  9.09  6.88 312 1015.6  13.9  12.8 999.0 99.0 99.00
2014 03 12 14 50  55  5.1  6.4  1.79  9.09  6.50 303 1016.0  13.9  12.8 999.0 99.0 99.00
2014 03 12 15 50  70  4.4  6.8  1.68 12.12  6.98 301 1016.7  13.8  12.8 999.0 99.0 99.00
2014 03 12 16 50  69  7.7  9.6  1.79 11.43  6.61 291 1016.7  13.9  12.9 999.0 99.0 99.00
2014 03 12 17 50  63  8.3  9.6  2.02 12.12  6.20 286 1017.1  14.5  13.0 999.0 99.0 99.00
2014 03 12 18 50  51  6.1  7.6  1.75 21.05  6.03 325 1017.5  15.2  13.1 999.0 99.0 99.00
2014 03 12 19 50  55  3.5  4.4  2.01 21.05  6.94 303 1017.5  15.4  13.2 999.0 99.0 99.00
2014 03 12 20 50   4  0.2  0.8  2.23 19.05  7.53 293 1017.2  16.3  13.4 999.0 99.0 99.00
2014 03 12 21 50 333  4.4  5.4  2.06 19.05  7.54 299 1016.9  14.9  13.7 999.0 99.0 99.00
2014 03 12 22 50 329  3.3  4.7  2.15 19.05  8.33 292 1016.3  15.4  13.9 999.0 99.0 99.00
2014 03 12 23 50 332  5.5  6.6  2.24 19.05  9.14 296 1015.7  15.8  13.9 999.0 99.0 99.00
2014 03 13 00 50 334  5.5  6.6  2.38 19.05  9.20 290 1015.4  15.8  13.9 999.0 99.0 99.00
2014 03 13 01 50 337  5.5  6.6  2.46 19.05  9.63 291 1015.3  16.1  13.8 999.0 99.0 99.00
2014 03 13 02 50 344  4.4  5.6  2.35 19.05  9.35 294 1015.5  15.2  13.7 999.0 99.0 99.00
2014 03 13 03 50 334  7.0  8.5  2.59 17.39 10.22 294 1016.2  14.9  13.6 999.0 99.0 99.00
2014 03 13 04 50 346  8.2 10.0  2.24 17.39  8.42 293 1016.8  15.2  13.5 999.0 99.0 99.00
2014 03 13 05 50 341  5.1  5.9  2.65 17.39  9.18 301 1017.2  14.7  13.4 999.0 99.0 99.00
2014 03 13 06 50 357  4.4  5.4  3.25 17.39 11.19 303 1017.0  15.9  13.3 999.0 99.0 99.00
2014 03 13 07 50 328  3.4  4.3  2.43 17.39 10.35 293 1016.9  14.7  13.2 999.0 99.0 99.00
2014 03 13 08 50 327  4.6  6.3  2.37 17.39 10.24 293 1016.7  13.9  13.1 999.0 99.0 99.00
2014 03 13 09 50   8  4.0  4.9  2.61 16.00 10.65 299 1016.3  13.7  13.1 999.0 99.0 99.00
2014 03 13 10 50 359  3.5  4.4  2.81 16.00 10.08 299 1015.8  13.4  13.1 999.0 99.0 99.00
2014 03 13 11 50 330  4.3  5.9  2.64 16.00 10.13 303 1015.7  13.2  13.0 999.0 99.0 99.00
2014 03 13 12 50 338  5.5  7.3  2.71 16.00 10.51 300 1016.2  13.3  13.0 999.0 99.0 99.00
2014 03 13 13 50 360  4.4  5.2  2.55 16.00  9.43 298 1016.4  13.3  13.0 999.0 99.0 99.00
2014 03 13 14 50 326  3.7  5.0  2.51 14.81  9.62 298 1016.6  13.1  13.0 999.0 99.0 99.00
2014 03 13 15 50 324  4.9  5.8 99.00 99.00 99.00 999 1017.2  13.1  12.9 999.0 99.0 99.00
2014 03 13 16 50 326  5.7  7.2  2.39 14.81  9.18 292 1017.6  13.1  13.0 999.0 99.0 99.00
2014 03 13 17 50 329  5.6  7.1  2.42 16.00  9.07 302 1017.9  13.2  13.1 999.0 99.0 99.00
2014 03 13 18 50 327  4.7  5.8  2.78 16.00  9.69 290 1017.6  13.4  13.2 999.0 99.0 99.00
2014 03 13 19 50 320  6.7  8.0  2.66 14.81  9.21 298 1017.3  13.4  13.3 999.0 99.0 99.00
2014 03 13 20 50 321  8.0  9.6  2.59 14.81  8.23 290 1016.8  13.2  13.3 999.0 99.0 99.00
2014 03 13 21 50 321  8.7 10.6 99.00 99.00 99.00 999 1016.5  13.1  13.4 999.0 99.0 99.00
2014 03 13 22 50 312  8.8 11.5  2.48 13.79  7.29 294 1016.4  13.2  13.4 999.0 99.0 99.00
2014 03 13 23 50 320  9.6 11.4 99.00 99.00 99.00 999 1016.2  12.9  13.4 999.0 99.0 99.00
2014 03 14 00 50 320 10.1 12.5  2.59 14.81  7.06 300 1016.3  12.8  13.4 999.0 99.0 99.00
2014 03 14 01 50 326  9.4 11.7  2.57 13.79  7.21 304 1016.5  12.7  13.4 999.0 99.0 99.00
2014 03 14 02 50 320  7.6  8.9 99.00 99.00 99.00 999 1016.7  12.5  13.3 999.0 99.0 99.00
2014 03 14 03 50 314  7.6  9.4  2.37 14.81  7.17 302 1017.5  12.4  13.2 999.0 99.0 99.00
2014 03 14 04 50 312  8.9 11.0  2.44 14.81  7.22 301 1018.3  12.2  13.2 999.0 99.0 99.00
2014 03 14 05 50 330  7.5  9.3 99.00 99.00 99.00 999 1019.0  11.9  13.1 999.0 99.0 99.00
2014 03 14 06 50 318  6.9  8.5  2.12 13.79  7.07 309 1019.2  11.9  13.1 999.0 99.0 99.00
2014 03 14 07 50 326  7.7  9.2  2.31 14.81  7.44 294 1019.3  11.9  13.0 999.0 99.0 99.00
2014 03 14 08 50 324  7.1  9.0 99.00 99.00 99.00 999 1019.8  11.9  12.9 999.0 99.0 99.00
2014 03 14 09 50 324  8.0  9.8 99.00 99.00 99.00 999 1019.6  12.2  12.9 999.0 99.0 99.00
2014 03 14 11 50 332  7.3  8.7 99.00 99.00 99.00 999 1019.4  12.3  12.9 999.0 99.0 99.00
2014 03 14 12 50 325  7.6  9.2  2.75 12.90  7.88 296 1020.0  12.4  12.8 999.0 99.0 99.00
2014 03 14 13 50 336  6.2  7.4  2.60 13.79  7.66 293 1020.3  12.5  12.8 999.0 99.0 99.00
2014 03 14 14 50 329  6.2  7.4  2.31 13.79  7.11 285 1021.1  12.6  12.8 999.0 99.0 99.00
2014 03 14 15 50 323  6.7  8.0 99.00 99.00 99.00 999 1021.8  12.7  12.8 999.0 99.0 99.00
2014 03 14 16 50 330  6.3  8.2  2.01 12.90  6.71 291 1022.4  12.9  12.8 999.0 99.0 99.00
2014 03 14 17 50 336  5.7  7.1  2.15 13.79  6.94 290 1022.6  13.0  12.9 999.0 99.0 99.00
2014 03 14 18 50 330  6.9  8.0  2.28 13.79  7.08 290 1022.9  13.0  12.9 999.0 99.0 99.00
2014 03 14 19 50 327  8.1  9.6  2.45 13.79  6.97 295 1023.0  12.8  13.0 999.0 99.0 99.00
2014 03 14 20 50 328  9.0 10.4  2.38 12.90  6.84 296 1022.8  12.8  13.1 999.0 99.0 99.00
2014 03 14 21 50 322 10.1 12.2  2.30 13.79  6.42 297 1022.2  12.9  13.1 999.0 99.0 99.00
2014 03 14 22 50 321 10.1 12.0  2.46 12.12  6.25 290 1021.9  13.0  13.1 999.0 99.0 99.00
2014 03 14 23 50 318  9.6 11.3  2.23 13.79  6.16 307 1021.8  13.1  13.2 999.0 99.0 99.00
2014 03 15 00 50 320 10.9 13.3  2.36 12.90  6.22 298 1021.5  13.2  13.2 999.0 99.0 99.00
2014 03 15 01 50 327 10.3 12.2  2.34 12.90  6.06 306 1021.7  13.2  13.2 999.0 99.0 99.00
2014 03 15 02 50 326  9.6 99.0 99.00 99.00 99.00 999 9999.0  13.2 999.0 999.0 99.0 99.00
2014 03 15 03 50 327  9.6 11.6  2.28 12.90  6.09 301 1022.8  13.2  13.2 999.0 99.0 99.00
2014 03 15 04 50 323  8.5 10.6  2.06 12.90  6.00 294 1023.5  13.2  13.1 999.0 99.0 99.00
2014 03 15 05 50 324  7.8  9.2  2.27 11.43  6.29 303 1023.7  13.1  13.1 999.0 99.0 99.00
2014 03 15 06 50 320  6.2  7.5  2.01 12.90  6.31 288 1024.0  13.1  13.1 999.0 99.0 99.00
2014 03 15 07 50 326  6.5  8.4  2.00 12.12  6.50 298 1023.9  13.1  13.1 999.0 99.0 99.00
2014 03 15 08 50 324  8.0  9.4 99.00 99.00 99.00 999 1023.8  13.0  13.0 999.0 99.0 99.00
2014 03 15 09 50 327  7.0  9.0  1.99 11.43  6.49 291 1024.1  13.0  13.0 999.0 99.0 99.00
2014 03 15 10 50 337  6.6  7.9  2.09 11.43  6.52 304 1023.7  12.9  13.0 999.0 99.0 99.00
2014 03 15 11 50 338  6.7  8.0  1.99 12.12  6.16 296 1023.9  12.8  13.0 999.0 99.0 99.00
2014 03 15 12 50 338  7.3  8.7  2.07 12.90  6.30 293 1024.3  12.8  13.0 999.0 99.0 99.00
2014 03 15 13 50 352  6.0  7.0  1.99 12.90  6.30 270 1024.5  12.7  13.0 999.0 99.0 99.00
2014 03 15 14 50 353  5.5  6.2  1.86 11.43  6.39 303 1025.0  12.7  12.9 999.0 99.0 99.00
2014 03 15 15 50 343  5.6  6.8  1.74 12.90  6.19 284 1025.6  12.6  13.0 999.0 99.0 99.00
2014 03 15 16 50 348  4.9  6.2  1.76 12.12  6.37 289 1026.0  12.4  13.0 999.0 99.0 99.00
2014 03 15 17 50 336  5.2  6.3  1.79 14.81  6.80 300 1026.2  12.5  13.0 999.0 99.0 99.00
2014 03 15 18 50 328  6.3  7.8  1.90 12.12  6.80 296 1026.5  12.0  13.1 999.0 99.0 99.00
2014 03 15 19 50 335  6.0  7.4  2.06 12.90  7.11 292 1026.4  11.5  13.2 999.0 99.0 99.00
2014 03 15 20 50 328  5.4  7.1  2.10 13.79  6.97 300 1026.1  11.6  13.3 999.0 99.0 99.00
2014 03 15 21 50 328  5.7  6.9 99.00 99.00 99.00 999 1025.3  11.7  13.3 999.0 99.0 99.00
2014 03 15 22 50 329  6.9  8.5  2.38 12.90  7.54 295 1025.2  11.8  13.4 999.0 99.0 99.00
2014 03 15 23 50 320  7.4  8.6 99.00 99.00 99.00 999 1024.9  11.8  13.4 999.0 99.0 99.00
2014 03 16 00 50 325 10.1 12.1  2.38 12.12  6.67 313 1024.5  11.8  13.4 999.0 99.0 99.00
2014 03 16 01 50 327 10.4 12.5  2.40 17.39  6.61 312 1024.9  11.6  13.4 999.0 99.0 99.00
2014 03 16 02 50 327 11.0 13.3  2.74 17.39  6.78 313 1024.6  11.5  13.3 999.0 99.0 99.00
2014 03 16 03 50 334  9.0 11.3  3.19 17.39  7.88 295 1025.2  12.0  13.2 999.0 99.0 99.00
2014 03 16 04 50 335  9.2 10.8  2.80 17.39  7.49 305 1025.5  12.9  13.2 999.0 99.0 99.00
2014 03 16 05 50 338  8.4 10.2  2.72 17.39  7.65 312 1026.2  12.9  13.1 999.0 99.0 99.00
2014 03 16 06 50 330  8.9 10.3  2.48 12.12  7.44 298 1026.1  12.3  13.1 999.0 99.0 99.00
2014 03 16 07 50 328  8.7 10.6 99.00 99.00 99.00 999 1026.1  11.5  13.1 999.0 99.0 99.00
2014 03 16 08 50 323  7.2  8.5  2.91 14.81  8.13 299 1026.1  12.2  13.0 999.0 99.0 99.00
2014 03 16 09 50 328  7.1  8.5  2.77 16.00  8.42 300 1026.3  12.7  13.0 999.0 99.0 99.00
2014 03 16 10 50 327  7.2  8.6  2.60 17.39  8.02 281 1025.8  12.7  13.0 999.0 99.0 99.00
2014 03 16 11 50 339  6.5  8.2  2.77 16.00  8.43 292 1025.7  12.7  13.0 999.0 99.0 99.00
2014 03 16 12 50 343  6.8  8.1  2.75 16.00  8.53 297 1025.5  12.7  12.9 999.0 99.0 99.00
2014 03 16 13 50 346  6.8  8.2 99.00 99.00 99.00 999 1025.6  12.7  12.9 999.0 99.0 99.00
2014 03 16 14 50 345  6.5  8.0  2.65 16.00  7.89 296 1025.9  12.5  12.9 999.0 99.0 99.00
2014 03 16 15 50 339  6.7  8.1 99.00 99.00 99.00 999 1026.5  11.4  12.9 999.0 99.0 99.00
2014 03 16 16 50 340  6.8  8.2  2.56 14.81  8.05 299 1026.8  11.0  12.9 999.0 99.0 99.00
2014 03 16 17 50 340  7.3  8.9 99.00 99.00 99.00 999 1026.8  10.9  12.9 999.0 99.0 99.00
2014 03 16 18 50 332  8.3 10.3  2.66 16.00  8.00 290 1026.5  11.3  13.0 999.0 99.0 99.00
2014 03 16 19 50 324  8.4 10.8  3.00 14.81  9.10 302 1026.2  11.3  13.0 999.0 99.0 99.00
2014 03 16 20 50 331  8.0  9.8  3.20 19.05  8.65 302 1025.7  11.2  13.1 999.0 99.0 99.00
2014 03 16 21 50 325  8.6 10.4  3.98 19.05 10.74 295 1024.8  11.3  13.1 999.0 99.0 99.00
2014 03 16 22 50 321  9.2 11.1 99.00 99.00 99.00 999 1024.1  11.4  13.2 999.0 99.0 99.00
2014 03 16 23 50 321 10.5 13.2  3.48 17.39  8.70 302 1023.7  11.4  13.2 999.0 99.0 99.00
2014 03 17 00 50 322 12.0 14.1 99.00 99.00 99.00 999 1023.4  11.0  13.2 999.0 99.0 99.00
2014 03 17 01 50 327 12.2 14.4  3.35 17.39  8.03 298 1023.3  11.6  13.2 999.0 99.0 99.00
2014 03 17 02 50 332 10.9 13.3  4.00 17.39  9.29 301 1023.0  12.2  13.1 999.0 99.0 99.00
2014 03 17 03 50 335 11.1 13.6  4.51 17.39  9.74 302 1023.3  12.3  13.1 999.0 99.0 99.00
2014 03 17 04 50 336 10.0 12.4  4.53 17.39  9.56 304 1023.7  12.2  13.0 999.0 99.0 99.00
2014 03 17 05 50 337  9.1 11.3  4.25 16.00  9.76 307 1023.9  12.2  13.0 999.0 99.0 99.00
2014 03 17 06 50 331 11.2 13.7  4.45 16.00  9.94 305 1024.2  12.3  13.0 999.0 99.0 99.00
2014 03 17 07 50 334 12.0 14.6  4.77 14.81  9.82 299 1024.2  12.6  12.9 999.0 99.0 99.00
2014 03 17 08 50 334 11.3 14.4  4.59 16.00  9.25 292 1024.0  12.6  12.9 999.0 99.0 99.00
2014 03 17 09 50 329  8.2  9.8  3.98 13.79  8.58 295 1023.8  12.6  12.9 999.0 99.0 99.00
2014 03 17 10 50 331  9.7 12.2  4.27 16.00  9.16 287 1023.4  12.5  12.8 999.0 99.0 99.00
2014 03 17 11 50 333  9.5 12.8  4.22 14.81  9.05 293 1022.9  12.5  12.8 999.0 99.0 99.00
2014 03 17 12 50 342  6.3  8.3  3.99 14.81  9.09 293 1022.6  12.7  12.8 999.0 99.0 99.00
2014 03 17 13 50 353  4.8  6.0 99.00 99.00 99.00 999 1022.2  12.6  12.8 999.0 99.0 99.00
2014 03 17 14 50 353  4.0  5.9  3.77 14.81 10.10 293 1022.1  12.0  12.8 999.0 99.0 99.00
2014 03 17 15 50 331 10.3 12.5  3.17 14.81  8.71 290 1022.1  11.7  12.8 999.0 99.0 99.00
2014 03 17 16 50 328 10.6 12.9  3.50 16.00  8.46 291 1021.7  11.9  12.8 999.0 99.0 99.00
2014 03 17 17 50 336 10.9 13.3  3.73 13.79  8.64 304 1021.5  12.3  12.8 999.0 99.0 99.00
2014 03 17 18 50 335 11.2 13.4  3.31 12.90  7.31 302 1021.0  12.0  12.9 999.0 99.0 99.00
2014 03 17 19 50 337 10.9 12.7  4.22 14.81  7.95 293 1020.2  11.8  12.9 999.0 99.0 99.00
2014 03 17 20 50 325  9.7 11.4  3.78 14.81  7.44 293 1019.1  11.9  13.0 999.0 99.0 99.00
2014 03 17 21 50 324 10.0 11.8  4.07 12.90  8.00 302 1017.8  12.3  13.0 999.0 99.0 99.00
2014 03 17 22 50 328 11.0 13.4  3.98 13.79  7.81 300 1017.2  12.5  13.1 999.0 99.0 99.00
2014 03 17 23 50 324 11.3 14.0  3.88  9.09  7.41 311 1016.6  12.7  13.1 999.0 99.0 99.00
2014 03 18 00 50 327 11.1 13.4  4.03 12.90  7.74 297 1016.0  12.7  13.1 999.0 99.0 99.00
2014 03 18 01 50 332 12.3 14.1  3.88 10.00  7.38 315 1015.7  12.4  13.1 999.0 99.0 99.00
2014 03 18 02 50 331 11.7 13.6  3.80 10.00  7.27 307 1015.8  12.3  13.1 999.0 99.0 99.00
2014 03 18 03 50 333 11.6 13.9  4.07 10.81  7.69 318 1015.9  12.2  13.1 999.0 99.0 99.00
2014 03 18 04 50 334 11.2 13.9  4.16 10.00  7.87 311 1016.2  12.1  13.0 999.0 99.0 99.00
2014 03 18 05 50 329 10.5 12.5  4.22 10.81  7.93 311 1016.2  12.1  13.0 999.0 99.0 99.00
2014 03 18 06 50 331  9.6 11.6  4.20 12.12  7.82 298 1015.8  12.2  13.0 999.0 99.0 99.00
2014 03 18 07 50 330  9.8 12.0 99.00 99.00 99.00 999 1015.5  12.1  12.9 999.0 99.0 99.00
2014 03 18 08 50 329  8.7 10.7  4.01 11.43  8.26 302 1015.3  12.2  12.9 999.0 99.0 99.00
2014 03 18 09 50 331  8.3 10.2  4.04 10.81  8.14 310 1014.8  12.1  12.9 999.0 99.0 99.00
2014 03 18 10 50 333  8.5 10.4  3.76 12.12  7.89 300 1014.1  12.1  12.9 999.0 99.0 99.00
2014 03 18 11 50 334  7.4  9.2 99.00 99.00 99.00 999 1013.7  12.0  12.9 999.0 99.0 99.00
2014 03 18 12 50 334  7.1  8.9  3.83 12.12  8.18 306 1013.4  12.0  12.8 999.0 99.0 99.00
2014 03 18 13 50 339  8.0  9.6 99.00 99.00 99.00 999 1013.4  12.1  12.8 999.0 99.0 99.00
2014 03 18 14 50 348  6.0  7.6  3.74 12.12  8.25 311 1013.8  12.1  12.8 999.0 99.0 99.00
2014 03 18 15 50   1  5.0  6.3  3.38 12.90  7.98 308 1014.2  12.7  12.8 999.0 99.0 99.00
2014 03 18 16 50  41  2.0  2.8  3.58 12.12  8.19 312 1015.0  12.1  12.9 999.0 99.0 99.00
2014 03 18 17 50 314  0.8  2.4  3.50 12.12  8.37 311 1015.4  12.9  13.0 999.0 99.0 99.00
2014 03 18 18 50 347  1.4  2.8  3.68 12.12  8.81 312 1015.1  13.0  13.2 999.0 99.0 99.00
2014 03 18 19 50 317  3.1  4.5  3.16 12.12  8.45 308 1014.9  12.9  13.5 999.0 99.0 99.00
2014 03 18 20 50 309  4.5  5.7  3.34 12.12  8.50 307 1014.2  13.3  13.7 999.0 99.0 99.00
2014 03 18 21 50 312  7.1  8.8  3.28 12.12  8.46 307 1013.4  13.5  13.7 999.0 99.0 99.00
2014 03 18 22 50 318  7.7  9.1 99.00 99.00 99.00 999 1013.1  13.5  13.7 999.0 99.0 99.00
2014 03 18 23 50 306  7.1  8.6  3.04 12.12  8.18 315 1012.7  13.6  13.6 999.0 99.0 99.00
2014 03 19 00 50 312  7.1  8.9  2.68 11.43  7.75 308 1012.7  13.8  13.6 999.0 99.0 99.00
2014 03 19 01 50 322  8.6 10.2 99.00 99.00 99.00 999 1012.8  13.4  13.6 999.0 99.0 99.00
2014 03 19 02 50 333  9.2 11.5 99.00 99.00 99.00 999 1013.2  13.0  13.4 999.0 99.0 99.00
2014 03 19 03 50 340  8.4 10.4 99.00 99.00 99.00 999 1013.9  12.8  13.3 999.0 99.0 99.00
2014 03 19 04 50 338  7.5  9.0  2.68 11.43  6.74 321 1014.0  12.8  13.2 999.0 99.0 99.00
2014 03 19 05 50 324  6.5  8.0 99.00 99.00 99.00 999 1014.5  12.8  13.1 999.0 99.0 99.00
2014 03 19 06 50 320  6.1  7.2  2.88 10.81  7.69 321 1014.9  12.5  13.1 999.0 99.0 99.00
2014 03 19 07 50 319  6.3  7.8  2.65 10.81  7.53 312 1015.2  12.5  13.1 999.0 99.0 99.00
2014 03 19 08 50 329  6.5  7.7  2.65 11.43  7.61 313 1015.4  12.4  13.1 999.0 99.0 99.00
2014 03 19 09 50 336  7.3  8.3  2.40 10.81  7.29 316 1015.5  12.3  13.1 999.0 99.0 99.00
2014 03 19 10 50 341  6.0  7.1 99.00 99.00 99.00 999 1015.3  12.3  13.0 999.0 99.0 99.00
2014 03 19 11 50 342  5.5  6.5  2.65 10.81  7.44 315 1015.3  12.3  13.0 999.0 99.0 99.00
2014 03 19 12 50 342  5.0  6.2  2.79 10.00  7.61 315 1015.7  12.3  13.0 999.0 99.0 99.00
2014 03 19 13 50 342  4.8  5.6  2.43 10.00  7.25 312 1016.2  12.3  13.0 999.0 99.0 99.00
2014 03 19 14 50 347  3.6  4.4  2.47 10.00  7.40 314 1016.8  12.4  12.9 999.0 99.0 99.00
2014 03 19 15 50   9  3.6  4.4  2.36 10.00  7.60 320 1017.5  12.5  13.0 999.0 99.0 99.00
2014 03 19 16 50 345  3.5  4.3  2.22 10.81  7.29 313 1018.1  12.5  13.0 999.0 99.0 99.00
2014 03 19 17 50 337  4.1  5.1  2.34 10.00  7.45 320 1018.5  12.6  13.2 999.0 99.0 99.00
2014 03 19 18 50 340  4.1  5.2  2.18 10.00  7.45 315 1018.7  12.7  13.3 999.0 99.0 99.00
2014 03 19 19 50 334  2.4  3.1  2.08  9.09  7.42 311 1018.4  12.9  13.4 999.0 99.0 99.00
2014 03 19 20 50 304  2.4  3.5  2.10 10.00  7.24 314 1018.0  13.2  13.6 999.0 99.0 99.00
2014 03 19 21 50 305  5.5  6.7  2.09 10.00  7.24 315 1017.9  13.4  13.7 999.0 99.0 99.00
